Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval
189959,348,112143,10.25,unemployed,Rejected
141937,779,56545,16.22,unemployed,Rejected
76370,499,1425,32.07,unemployed,Rejected
104009,646,4895,26.06,employed,Approved
74158,499,57639,32.46,employed,Rejected
143188,437,64809,34.81,unemployed,Rejected
78738,398,34198,48.05,unemployed,Rejected
87456,320,52278,16.6,employed,Rejected
52072,639,21962,75.14,employed,Rejected
74414,473,6488,25.04,employed,Rejected
156362,644,63094,22.88,unemployed,Rejected
56971,332,20030,51.54,employed,Rejected
42991,392,28493,90.67,unemployed,Rejected
65346,781,27167,24.17,employed,Approved
32112,381,18882,119.52,employed,Rejected
168170,748,68142,20.11,employed,Approved
151880,429,11430,23.28,unemployed,Rejected
70741,412,18735,61.72,employed,Rejected
166893,443,109777,21.33,employed,Rejected
75030,569,16270,44.41,unemployed,Rejected
47374,844,27338,83.69,employed,Rejected
93421,783,62163,21.55,unemployed,Rejected
140809,413,110314,18.04,unemployed,Rejected
137519,570,98527,35.77,unemployed,Rejected
52486,326,5856,64.74,employed,Rejected
69848,734,34604,48.74,employed,Approved
48171,639,18717,58.62,employed,Rejected
135064,551,90576,32.29,unemployed,Rejected
194033,320,27999,11.73,unemployed,Rejected
161692,846,11982,19.86,employed,Approved
90783,499,32922,16.4,unemployed,Rejected
124460,548,67288,10.74,unemployed,Rejected
104058,647,66666,21.18,unemployed,Rejected
24080,589,3222,61.57,employed,Rejected
174833,832,88503,22.28,unemployed,Rejected
21196,370,10360,233.49,unemployed,Rejected
192888,699,151026,17.62,employed,Rejected
149345,850,26517,32.89,unemployed,Rejected
149475,831,6444,29.53,unemployed,Rejected
177079,487,132038,3.43,employed,Rejected
156401,372,15172,3.75,employed,Rejected
54158,587,34233,9.89,employed,Rejected
179788,642,40294,27.56,unemployed,Rejected
123614,793,34062,19.2,unemployed,Rejected
70664,482,43231,20.48,unemployed,Rejected
115804,612,51063,41.03,unemployed,Rejected
156477,594,115384,24.17,employed,Rejected
171551,639,126606,12.93,unemployed,Rejected
21934,329,5889,60.92,employed,Rejected
77902,763,20410,14.33,employed,Approved
70468,815,34668,68.42,employed,Rejected
84465,772,36723,19.74,employed,Approved
164747,603,103557,4.3,unemployed,Rejected
102972,803,70324,19.04,unemployed,Rejected
184455,776,29601,13.9,employed,Approved
23122,796,3813,60.49,unemployed,Rejected
186049,348,101720,14.31,employed,Rejected
68206,453,33506,33.18,employed,Rejected
64238,386,48780,31.94,employed,Rejected
160109,317,51900,5.56,unemployed,Rejected
181501,718,39907,12.78,employed,Approved
105620,675,58516,7.17,employed,Approved
21930,338,5370,181.25,employed,Rejected
90088,424,6179,21.55,unemployed,Rejected
20038,824,6206,146.29,unemployed,Rejected
93243,424,25693,46.04,unemployed,Rejected
20476,691,2615,112.16,unemployed,Rejected
52472,821,12905,26.58,employed,Approved
49541,529,11817,98.82,unemployed,Rejected
40424,326,9018,32.98,employed,Rejected
61438,423,38295,31.32,employed,Rejected
102495,819,38109,12.58,employed,Approved
81198,624,12276,9.08,employed,Approved
90460,386,13202,33.97,employed,Rejected
177211,647,38211,11.09,employed,Approved
106147,790,39951,35.73,employed,Approved
43278,600,17175,110.43,unemployed,Rejected
191070,611,150688,6.81,unemployed,Rejected
42725,797,16830,74.06,employed,Rejected
175867,405,92171,6.87,unemployed,Rejected
49876,745,4397,68.61,employed,Rejected
48753,301,37689,50.8,employed,Rejected
126543,568,46604,38.37,unemployed,Rejected
189777,330,7719,24.38,employed,Rejected
149704,495,101491,22.31,unemployed,Rejected
189900,509,120435,23.68,employed,Rejected
187270,429,83681,4.47,unemployed,Rejected
128008,775,94948,35.59,employed,Rejected
136569,373,61806,10.49,unemployed,Rejected
24962,399,1712,79.96,unemployed,Rejected
54236,628,17257,33.64,employed,Approved
185183,765,121106,4.24,employed,Rejected
123819,735,67790,33.05,unemployed,Rejected
50364,487,9943,17.83,employed,Rejected
110343,595,36140,7.21,employed,Approved
125738,394,52140,26.31,unemployed,Rejected
199832,362,84693,5.79,unemployed,Rejected
63506,650,18163,63.67,employed,Rejected
126816,313,44558,18.95,employed,Rejected
163992,366,119006,14.37,unemployed,Rejected
109522,744,81291,22.58,unemployed,Rejected
146808,449,17233,29.37,employed,Rejected
167690,825,83212,6.7,employed,Approved
90940,667,26156,21.74,unemployed,Rejected
25483,441,15867,126.99,employed,Rejected
50901,351,4273,32.52,unemployed,Rejected
31347,671,9479,99.59,unemployed,Rejected
22556,493,9370,97.19,employed,Rejected
160800,666,47721,20.92,unemployed,Rejected
173073,782,64883,12.62,unemployed,Rejected
85822,603,40425,56.87,employed,Rejected
175439,680,84932,13.31,unemployed,Rejected
177965,388,138967,9.53,employed,Rejected
45663,763,19670,92.8,unemployed,Rejected
54438,488,16505,71.02,employed,Rejected
194902,812,78570,18,employed,Approved
177197,720,1920,10.94,unemployed,Rejected
189524,649,149786,3.44,unemployed,Rejected
159319,688,9801,14.86,unemployed,Rejected
163217,472,88861,23.39,employed,Rejected
108191,464,14407,25.69,employed,Rejected
51516,816,19503,84.9,unemployed,Rejected
84128,407,57893,12.45,unemployed,Rejected
116689,699,83433,16.8,unemployed,Rejected
20120,349,5839,246.33,employed,Rejected
103819,341,46666,9.79,unemployed,Rejected
23329,769,12965,208.61,unemployed,Rejected
168622,592,70372,6.53,unemployed,Rejected
75221,648,10538,60.58,employed,Rejected
58971,677,30964,61.22,unemployed,Rejected
192156,702,111979,6.78,unemployed,Rejected
123097,623,53690,28.71,unemployed,Rejected
124190,517,51179,16.88,unemployed,Rejected
153366,701,59669,8.16,employed,Approved
34595,732,14395,122.5,unemployed,Rejected
177069,530,49149,25.62,unemployed,Rejected
60453,532,19571,42.01,employed,Rejected
177444,476,83721,21.4,employed,Rejected
128937,490,28027,30.65,unemployed,Rejected
136386,758,38971,33.98,employed,Approved
76573,528,28178,27.69,employed,Rejected
33951,781,14926,118.53,unemployed,Rejected
199167,346,57287,14.61,unemployed,Rejected
29579,509,18944,89.62,employed,Rejected
196283,671,142595,12.88,employed,Rejected
48599,823,26039,52.33,unemployed,Rejected
118670,306,88621,33.1,unemployed,Rejected
122560,613,4361,27.02,employed,Approved
73136,473,9537,32.2,unemployed,Rejected
66816,447,7454,56.46,employed,Rejected
139741,529,51761,22.81,unemployed,Rejected
129779,768,80612,15.55,employed,Rejected
198325,345,42618,18.67,unemployed,Rejected
62753,499,25475,51.15,unemployed,Rejected
39707,565,23882,88.44,unemployed,Rejected
112440,780,16493,41.09,unemployed,Rejected
27344,460,13941,56.1,employed,Rejected
71321,561,47237,60.5,unemployed,Rejected
137593,478,91325,16.34,unemployed,Rejected
139381,740,71519,16.32,employed,Approved
45261,608,5790,87.11,employed,Rejected
189163,789,19612,20.41,employed,Approved
156151,317,2645,23.81,employed,Rejected
50374,659,28376,61.15,unemployed,Rejected
109176,497,85852,19.49,employed,Rejected
106033,388,71197,41.76,employed,Rejected
197429,694,105154,4.44,unemployed,Rejected
100631,672,75973,32.11,employed,Rejected
31248,498,18777,18.82,unemployed,Rejected
158390,694,73784,11.97,employed,Approved
34415,603,4200,65.55,unemployed,Rejected
123812,715,85189,37.7,employed,Rejected
20936,706,6371,86.79,unemployed,Rejected
111605,498,55966,38.15,employed,Rejected
96217,827,68500,6.55,employed,Rejected
191046,789,138044,11.61,unemployed,Rejected
158922,559,23185,5.35,unemployed,Rejected
151516,770,109372,6.18,employed,Rejected
177276,445,61277,19.77,unemployed,Rejected
88980,575,4050,30.41,unemployed,Rejected
73017,363,39761,18.05,unemployed,Rejected
123759,376,92768,18.72,unemployed,Rejected
187793,830,78348,8.61,unemployed,Rejected
131306,533,29083,25.5,employed,Rejected
48969,441,6491,79.38,unemployed,Rejected
134782,745,12699,14.82,unemployed,Rejected
71586,503,55692,58.24,unemployed,Rejected
164418,555,75856,18.76,unemployed,Rejected
30393,361,11788,41.14,employed,Rejected
90901,509,57152,14.11,employed,Rejected
72732,629,13070,43.38,employed,Approved
88651,499,49448,23.33,unemployed,Rejected
65357,316,32942,40.01,unemployed,Rejected
38051,524,18524,123.36,unemployed,Rejected
119586,816,70567,14.43,unemployed,Rejected
194832,823,9710,17.67,employed,Approved
117005,711,91124,21.62,unemployed,Rejected
51245,351,27102,69.92,employed,Rejected
27787,315,19912,176.84,unemployed,Rejected
163955,746,41110,21.63,unemployed,Rejected
188917,630,60212,22.98,unemployed,Rejected
191764,804,107559,5.03,employed,Approved
190472,735,65457,9.74,unemployed,Rejected
126902,383,99349,4.83,employed,Rejected
199617,467,19229,9.5,employed,Rejected
25644,533,17285,121.48,employed,Rejected
152053,589,30985,22.3,employed,Approved
42637,720,3768,103.13,employed,Rejected
27510,512,5192,82.93,employed,Rejected
58221,819,23506,77.27,employed,Rejected
55818,598,22633,74.06,employed,Rejected
192809,741,147355,20.45,employed,Rejected
39125,366,26875,65.11,employed,Rejected
149908,654,60190,26.42,employed,Approved
198616,570,100229,15.28,unemployed,Rejected
124655,843,81706,10.78,employed,Rejected
26902,799,16461,69.44,employed,Rejected
152400,763,39094,24.53,unemployed,Rejected
80871,819,23391,59.96,employed,Rejected
155846,471,89129,18.85,unemployed,Rejected
94049,572,46663,28.8,unemployed,Rejected
166277,551,126666,17.48,unemployed,Rejected
45552,348,18465,94.62,employed,Rejected
31743,656,23480,73.87,unemployed,Rejected
153931,823,1864,13.14,employed,Approved
131561,350,4756,30.49,unemployed,Rejected
77696,534,47081,62.07,unemployed,Rejected
138341,733,4779,4.04,unemployed,Rejected
145588,340,68472,29.99,employed,Rejected
107957,598,83394,36.53,unemployed,Rejected
198754,521,3172,19.46,unemployed,Rejected
127739,536,59158,16.83,employed,Rejected
149868,814,34774,5.12,unemployed,Rejected
110364,617,46616,19.4,employed,Approved
117160,827,35350,14.69,employed,Approved
163229,306,59738,25.48,unemployed,Rejected
169897,477,133827,6.67,employed,Rejected
30415,654,16745,128.76,unemployed,Rejected
124805,563,9587,23.96,unemployed,Rejected
120708,630,9196,31.19,unemployed,Rejected
193515,810,119639,21.27,unemployed,Rejected
27840,634,14479,112.39,employed,Rejected
127888,482,56425,18.08,employed,Rejected
67247,648,42819,74.02,unemployed,Rejected
128669,645,44937,15.74,unemployed,Rejected
129860,700,28976,27.08,unemployed,Rejected
77388,448,8288,14.63,employed,Rejected
104290,739,47916,9.95,unemployed,Rejected
180239,819,70599,13.62,employed,Approved
197834,656,157773,4.72,unemployed,Rejected
73331,462,49624,49.79,unemployed,Rejected
159766,359,19847,24.09,employed,Rejected
48731,328,28445,60.52,employed,Rejected
71729,531,34396,62.44,employed,Rejected
136838,551,65321,10.95,employed,Approved
91477,494,42370,40.53,employed,Rejected
131676,437,76149,20.91,unemployed,Rejected
36945,815,3310,78.87,employed,Rejected
195579,752,123082,17.35,employed,Rejected
73099,419,41334,35.16,employed,Rejected
33225,711,22321,43.12,unemployed,Rejected
123397,413,68956,9.01,employed,Rejected
166420,536,74530,30.03,unemployed,Rejected
54236,744,3978,86.69,employed,Rejected
193458,775,56658,12.14,unemployed,Rejected
35931,821,26393,71.38,unemployed,Rejected
20373,606,13473,221.08,unemployed,Rejected
181674,483,130856,20.92,unemployed,Rejected
195566,647,119289,17.08,unemployed,Rejected
156506,719,74471,20.32,employed,Approved
109789,517,18053,39.87,unemployed,Rejected
72402,507,14350,51.12,employed,Rejected
123614,610,69216,6.8,employed,Approved
101301,593,75784,41.3,employed,Rejected
26264,833,5603,93.06,unemployed,Rejected
113463,411,17750,37.43,employed,Rejected
144914,819,108102,22.81,unemployed,Rejected
159140,467,124880,26.35,unemployed,Rejected
63968,312,10712,39.9,unemployed,Rejected
29329,423,2561,145.5,unemployed,Rejected
94965,736,20947,30.98,employed,Approved
59682,661,11064,52.9,unemployed,Rejected
77382,772,53428,41.59,employed,Rejected
29976,734,12479,108.21,unemployed,Rejected
128673,730,8061,29.12,employed,Approved
32578,750,3199,24.8,employed,Approved
115700,795,31623,24.33,employed,Approved
138779,561,61153,13.32,employed,Approved
144668,373,91263,34.09,unemployed,Rejected
181940,409,124845,5,employed,Rejected
166864,799,133353,15.92,employed,Rejected
164141,422,83649,24.15,unemployed,Rejected
81826,510,34970,43.47,unemployed,Rejected
151978,774,76375,6.21,unemployed,Rejected
40718,652,28165,77.03,employed,Rejected
22508,350,9465,27.63,unemployed,Rejected
169756,598,114826,4.67,unemployed,Rejected
155242,647,6039,28.2,employed,Approved
136444,304,55651,29.69,employed,Rejected
130892,510,11785,33.31,employed,Rejected
140556,600,29473,11.64,unemployed,Rejected
70881,756,28757,67.05,employed,Rejected
49009,581,1270,73.28,employed,Rejected
123224,318,54332,23.75,employed,Rejected
125629,697,22282,34.65,employed,Approved
55134,353,16211,20.23,unemployed,Rejected
46667,557,33722,82.26,unemployed,Rejected
28161,450,17401,155.56,unemployed,Rejected
151664,412,73218,6.8,employed,Rejected
51372,700,36602,76.16,unemployed,Rejected
115608,370,46763,15.2,employed,Rejected
85438,809,59539,27.47,employed,Rejected
106841,427,69251,41.96,unemployed,Rejected
49572,521,38228,38.29,employed,Rejected
58949,502,37282,22.95,employed,Rejected
182207,487,84791,19.2,unemployed,Rejected
73327,842,4247,49.03,unemployed,Rejected
94871,588,44969,7.13,unemployed,Rejected
104662,660,24972,16.81,unemployed,Rejected
72810,731,3658,62.63,unemployed,Rejected
61456,606,41242,70.4,employed,Rejected
196807,407,124136,2.96,employed,Rejected
164440,770,75051,23.53,unemployed,Rejected
113393,508,2351,26.53,employed,Rejected
102155,611,66287,26.82,unemployed,Rejected
150085,678,62084,13.38,employed,Approved
74431,470,56638,41.63,unemployed,Rejected
138231,450,41936,15.74,unemployed,Rejected
51563,467,25750,29.91,unemployed,Rejected
96048,547,22259,33.61,employed,Rejected
171988,398,91681,8.39,unemployed,Rejected
101783,352,79840,13.57,unemployed,Rejected
153170,663,67530,13.36,unemployed,Rejected
134106,566,11041,5.44,employed,Approved
90652,701,18072,41.64,unemployed,Rejected
148521,689,17561,30.22,unemployed,Rejected
38151,306,24597,69.95,employed,Rejected
163070,323,88453,14.9,unemployed,Rejected
179677,591,86877,3.72,employed,Approved
47107,641,18904,92.06,employed,Rejected
35911,548,14756,74.16,employed,Rejected
22795,694,1581,43.62,unemployed,Rejected
35256,401,27415,104.42,employed,Rejected
84129,751,13593,17.57,unemployed,Rejected
88705,306,69743,46.86,unemployed,Rejected
171373,752,56630,16.82,employed,Approved
115037,597,9399,22.71,unemployed,Rejected
76245,549,39627,61.65,employed,Rejected
160130,540,111659,18.91,unemployed,Rejected
30625,766,4442,70.28,unemployed,Rejected
164756,802,65165,17.06,employed,Approved
163349,770,84084,10.57,employed,Approved
135119,649,63044,20.53,unemployed,Rejected
119495,624,34052,34.58,employed,Approved
21726,337,4347,210.03,employed,Rejected
25700,717,14167,93.99,employed,Rejected
130112,738,23542,28.43,employed,Approved
42255,612,2898,24.61,employed,Approved
194880,481,106726,22.63,employed,Rejected
21196,480,6112,158.27,employed,Rejected
80532,376,8032,34.4,employed,Rejected
132939,622,103651,35.43,employed,Rejected
141304,478,85586,30.51,employed,Rejected
142743,843,56603,12.56,employed,Approved
159254,409,30167,8.38,employed,Rejected
77720,452,10069,34.03,unemployed,Rejected
30687,370,3905,151.92,employed,Rejected
84076,316,28846,43.37,employed,Rejected
185060,445,23886,8.6,employed,Rejected
183982,503,109871,27.02,unemployed,Rejected
44939,361,3079,22.42,unemployed,Rejected
107184,482,46615,7.54,employed,Rejected
174424,381,121980,5.38,employed,Rejected
152238,328,106316,25.27,unemployed,Rejected
41839,364,1761,62.52,unemployed,Rejected
63395,465,4905,43.4,employed,Rejected
63663,815,22725,54.76,employed,Rejected
67632,704,53565,52.7,employed,Rejected
168403,356,128144,25.89,employed,Rejected
135035,396,80318,17.5,employed,Rejected
48172,395,19078,14.67,unemployed,Rejected
99427,425,50995,21.89,employed,Rejected
103378,719,6522,8.91,unemployed,Rejected
97554,545,9575,27.92,employed,Rejected
107998,533,25231,29.94,unemployed,Rejected
180985,357,49024,15.58,employed,Rejected
193147,615,89498,18.76,employed,Approved
146884,497,96838,19.29,unemployed,Rejected
189524,686,10199,11.98,unemployed,Rejected
106661,818,10576,38.64,employed,Approved
117283,658,63279,29.42,employed,Approved
26132,753,12824,132.32,unemployed,Rejected
133615,434,10347,26.4,employed,Rejected
47109,334,12307,50.27,employed,Rejected
25495,784,12433,72.76,employed,Rejected
158656,447,9584,23.83,unemployed,Rejected
160604,321,95522,3.49,unemployed,Rejected
50522,739,1044,88.37,employed,Rejected
103261,551,62125,21.38,unemployed,Rejected
35930,749,18199,68.19,employed,Rejected
98419,613,78427,20.86,unemployed,Rejected
127666,472,53278,24.44,employed,Rejected
76799,652,39346,14.68,employed,Approved
160053,538,37608,10.85,unemployed,Rejected
103584,645,76212,16.23,employed,Rejected
140888,782,60488,35.09,employed,Approved
116864,846,80269,38.9,unemployed,Rejected
122833,323,11602,7.19,employed,Rejected
50554,548,33280,97.16,unemployed,Rejected
161808,782,80384,29.76,unemployed,Rejected
188049,469,64299,22.58,employed,Rejected
138144,783,108370,10.3,unemployed,Rejected
32751,353,22011,136.55,employed,Rejected
69015,639,39380,9.71,unemployed,Rejected
120711,704,44814,4.35,employed,Approved
155502,326,107756,10.91,unemployed,Rejected
61006,817,40129,64.15,unemployed,Rejected
140603,569,58924,4.75,employed,Approved
50157,327,18579,32.62,employed,Rejected
198027,406,118385,18.93,employed,Rejected
150648,750,5216,13.28,employed,Approved
78809,499,8595,11.01,employed,Rejected
52588,839,19495,62.79,unemployed,Rejected
87731,840,42615,33.54,employed,Approved
73518,384,52134,28.95,unemployed,Rejected
90960,800,46155,14.16,unemployed,Rejected
33573,523,4246,107.31,unemployed,Rejected
22796,795,17872,95.71,employed,Rejected
59049,746,10485,68.17,employed,Rejected
57507,335,8047,25.16,unemployed,Rejected
126044,477,64407,6.46,unemployed,Rejected
170094,673,83060,21.91,unemployed,Rejected
152529,743,103923,29.05,unemployed,Rejected
116307,316,58176,5.83,unemployed,Rejected
131100,650,59758,29.54,unemployed,Rejected
192717,515,91870,6.66,employed,Rejected
22094,380,7486,169.01,employed,Rejected
106499,769,82105,9.06,employed,Rejected
127439,735,64432,9.6,unemployed,Rejected
152932,819,69920,6.94,employed,Approved
119010,322,9873,27.38,unemployed,Rejected
54669,663,4625,50.06,unemployed,Rejected
161777,571,26653,26.33,employed,Approved
160405,463,35870,20.24,employed,Rejected
90704,579,28148,27.68,unemployed,Rejected
67995,829,22947,57.66,unemployed,Rejected
34802,823,15828,100.37,employed,Rejected
102263,747,33374,29.11,unemployed,Rejected
172523,301,134051,10.29,employed,Rejected
131176,832,22170,13.9,employed,Approved
142601,508,97205,28.95,unemployed,Rejected
95986,538,1437,35.59,employed,Rejected
54652,703,39345,80.49,employed,Rejected
179700,770,36755,26.42,employed,Approved
169971,755,24616,18.65,employed,Approved
160234,806,85358,22.52,unemployed,Rejected
45338,527,2459,25.75,unemployed,Rejected
88437,672,11398,20.28,employed,Approved
149091,408,19260,27.31,unemployed,Rejected
55246,484,8663,63.14,employed,Rejected
158966,566,56464,20.01,unemployed,Rejected
129433,674,33792,31.29,employed,Approved
68134,385,5074,69.33,employed,Rejected
89999,762,56614,19.65,unemployed,Rejected
128792,807,21917,7.63,employed,Approved
98485,756,40429,33.86,employed,Approved
112211,785,18848,43.54,employed,Approved
37133,385,20092,57.15,unemployed,Rejected
83370,348,21949,19.27,unemployed,Rejected
147333,480,102488,11.34,employed,Rejected
42084,378,32021,45.42,unemployed,Rejected
188237,532,107639,9.23,unemployed,Rejected
174747,594,76502,25.67,employed,Approved
166940,510,125683,19.73,unemployed,Rejected
97692,802,23178,17.7,unemployed,Rejected
138370,417,44280,30.72,unemployed,Rejected
168277,745,67334,24,unemployed,Rejected
139699,711,35149,5.57,employed,Approved
162463,394,66524,22.37,employed,Rejected
43632,694,19785,99.46,unemployed,Rejected
68570,492,25806,62.97,employed,Rejected
91326,804,2455,8.35,unemployed,Rejected
173334,680,72075,15.07,unemployed,Rejected
63312,350,29900,11.67,employed,Rejected
120366,343,6728,33.38,unemployed,Rejected
90768,444,63126,23.21,unemployed,Rejected
146320,627,17667,12.29,employed,Approved
164436,791,80591,16.61,employed,Approved
151621,842,16350,16.29,unemployed,Rejected
68076,582,20368,47.53,employed,Approved
158671,834,111236,3.32,employed,Rejected
125211,762,93035,6.38,employed,Rejected
48068,732,15073,92.47,unemployed,Rejected
82530,823,2921,11.85,unemployed,Rejected
150617,304,58570,33.11,employed,Rejected
167342,681,34479,4.42,employed,Approved
37006,709,11050,57.46,employed,Rejected
93901,699,67499,25.26,unemployed,Rejected
49330,787,12175,56.26,unemployed,Rejected
22060,373,12996,157.62,unemployed,Rejected
96781,543,59968,27.21,employed,Rejected
44541,454,32817,80.64,employed,Rejected
114564,545,69270,15.44,unemployed,Rejected
193508,544,45151,22.44,employed,Rejected
83125,814,9111,59,employed,Rejected
92869,346,65977,9.29,unemployed,Rejected
57589,695,36166,27.4,unemployed,Rejected
63824,529,32873,75.65,unemployed,Rejected
185473,518,99832,13.98,unemployed,Rejected
175405,585,39147,13.07,unemployed,Rejected
65150,441,28774,23.49,unemployed,Rejected
59121,813,43052,35.88,employed,Rejected
99872,541,50646,15.41,employed,Rejected
67244,439,44156,22.05,unemployed,Rejected
118427,402,86253,31.83,unemployed,Rejected
76128,612,18832,65.26,employed,Rejected
77400,325,54263,59.22,employed,Rejected
41864,446,24972,57.18,employed,Rejected
48688,474,29660,90.97,employed,Rejected
177940,804,43191,16.46,employed,Approved
153242,533,5082,9.63,employed,Rejected
88613,336,24095,7.61,employed,Rejected
136052,749,49201,29.38,employed,Approved
111627,651,78867,20.31,unemployed,Rejected
91661,613,61721,15.53,employed,Rejected
58489,738,13331,71.54,employed,Rejected
73529,559,14972,54.3,employed,Rejected
196532,661,118281,14.95,employed,Rejected
161917,648,31390,6.83,employed,Approved
48077,698,15128,55.37,employed,Rejected
130129,558,50968,21.29,unemployed,Rejected
112273,753,47443,6.49,unemployed,Rejected
145520,395,82537,19.72,employed,Rejected
78484,535,16224,25.28,unemployed,Rejected
63750,680,2121,42.46,employed,Approved
107878,612,8213,11.51,employed,Approved
41800,379,15454,48.49,employed,Rejected
26193,431,2050,52.19,employed,Rejected
79903,479,42335,16.6,unemployed,Rejected
124021,703,73913,37.29,unemployed,Rejected
80388,300,2080,45.4,unemployed,Rejected
162589,717,121896,12.28,unemployed,Rejected
132513,400,23158,32.27,unemployed,Rejected
42652,318,21001,31.5,employed,Rejected
69817,627,54446,8.5,employed,Rejected
136200,677,17842,12.83,unemployed,Rejected
151239,705,115370,11.59,employed,Rejected
41432,548,28771,14.13,unemployed,Rejected
71690,506,16541,22.67,unemployed,Rejected
45621,686,21257,65.57,employed,Rejected
108854,395,39460,27.79,unemployed,Rejected
107353,450,82504,16.37,unemployed,Rejected
175955,783,40672,23.75,unemployed,Rejected
33574,839,1116,17.78,unemployed,Rejected
20814,503,3625,83,unemployed,Rejected
23360,840,18411,162.79,unemployed,Rejected
167640,382,71094,10.85,unemployed,Rejected
50853,321,14937,56.89,employed,Rejected
62199,308,49228,40.81,unemployed,Rejected
151826,448,97683,13.57,unemployed,Rejected
133078,334,3734,7.96,unemployed,Rejected
166457,511,45936,23.93,employed,Rejected
187782,396,26525,4.03,unemployed,Rejected
21490,724,14948,37.63,unemployed,Rejected
99293,793,4426,49.67,unemployed,Rejected
28802,748,16003,170.54,unemployed,Rejected
195819,546,9691,5.99,employed,Rejected
107575,505,79227,9.32,unemployed,Rejected
55248,519,22432,54.56,employed,Rejected
143952,381,114114,15.24,unemployed,Rejected
188736,654,127314,3.1,unemployed,Rejected
71392,533,51946,18.7,unemployed,Rejected
30362,579,9502,83.09,employed,Rejected
149910,593,115945,28.74,employed,Rejected
22381,375,3677,138.95,unemployed,Rejected
144366,692,97458,13.61,employed,Rejected
72455,776,10961,21.61,unemployed,Rejected
117565,567,32587,33.83,unemployed,Rejected
177212,421,9559,19.24,employed,Rejected
154568,404,19821,3.48,unemployed,Rejected
165539,832,46430,8.03,employed,Approved
197622,644,113557,20.1,employed,Approved
91713,445,18203,52.37,employed,Rejected
54374,447,20798,59.55,employed,Rejected
51879,564,19001,89.97,employed,Rejected
21410,671,14475,139.99,unemployed,Rejected
134806,762,2646,24.18,unemployed,Rejected
185750,454,33575,15.29,unemployed,Rejected
82416,609,9173,19.78,employed,Approved
101572,540,71324,44.74,employed,Rejected
85255,402,54990,39.32,unemployed,Rejected
133230,829,101353,4.26,employed,Rejected
194298,786,147637,12.42,unemployed,Rejected
185101,405,112196,18.47,unemployed,Rejected
58631,587,45835,63.48,unemployed,Rejected
173544,767,112612,17.16,unemployed,Rejected
167743,461,97365,19.9,employed,Rejected
164215,463,111320,21.93,unemployed,Rejected
127633,584,25022,31.89,unemployed,Rejected
102164,779,32879,29.21,unemployed,Rejected
138535,475,7267,5.54,employed,Rejected
148546,695,33395,25.94,unemployed,Rejected
196683,834,62481,5.12,unemployed,Rejected
197027,570,13121,8.29,unemployed,Rejected
116124,532,21759,21.97,employed,Rejected
186785,363,125588,14.52,employed,Rejected
149752,765,73170,28.39,employed,Approved
32446,448,7301,25.3,employed,Rejected
70035,505,52828,11.7,unemployed,Rejected
167994,318,25134,4.07,employed,Rejected
114471,499,33260,14.7,unemployed,Rejected
169428,646,89742,17.28,employed,Approved
62293,797,37514,20.94,employed,Rejected
120720,504,79094,7.99,unemployed,Rejected
92273,355,51985,36.09,unemployed,Rejected
91021,743,5319,15.59,unemployed,Rejected
36463,708,3797,76.27,employed,Rejected
103680,556,26812,34.94,unemployed,Rejected
91453,468,9472,52.06,unemployed,Rejected
115242,447,73734,17.73,unemployed,Rejected
158568,804,101557,5.61,employed,Rejected
168764,842,72064,16.21,unemployed,Rejected
126651,510,82984,21.57,unemployed,Rejected
82965,511,57518,46.7,employed,Rejected
70896,631,43290,34.52,employed,Rejected
132765,347,21260,23.16,employed,Rejected
149355,722,17966,5.81,employed,Approved
28404,756,16395,74.47,employed,Rejected
129909,849,32711,6.04,employed,Approved
179628,752,5257,18.67,unemployed,Rejected
90401,693,57566,52.22,employed,Rejected
108249,643,31993,40.44,employed,Approved
170387,492,71331,13.46,employed,Rejected
42392,672,3860,107.27,employed,Rejected
179778,455,46312,17.96,employed,Rejected
108165,641,40930,31.61,employed,Approved
110387,344,84051,35.48,employed,Rejected
120620,325,55471,16.76,employed,Rejected
23461,390,3561,127.65,unemployed,Rejected
52331,551,17280,34.31,unemployed,Rejected
96410,630,71004,16.92,employed,Rejected
194572,524,47638,8.93,unemployed,Rejected
92708,573,67938,31.87,employed,Rejected
99162,579,13574,32.52,unemployed,Rejected
186596,816,145592,17.08,employed,Rejected
180485,411,109182,15.9,unemployed,Rejected
190802,318,128590,24.26,unemployed,Rejected
135047,329,3151,24.26,employed,Rejected
110175,750,52499,8.23,employed,Approved
181657,843,39768,8.73,unemployed,Rejected
37545,619,2685,96.4,unemployed,Rejected
111588,701,5314,23.82,employed,Approved
67858,415,38303,72.98,unemployed,Rejected
130474,610,59315,36.24,employed,Approved
165955,719,8527,29.19,employed,Approved
109465,707,19573,8.72,unemployed,Rejected
127931,437,55030,20.93,unemployed,Rejected
56887,680,28654,16.44,employed,Approved
185063,330,101137,8.9,employed,Rejected
66935,455,44441,58.96,unemployed,Rejected
95236,693,64790,45.58,unemployed,Rejected
75170,732,5828,52.65,unemployed,Rejected
25734,581,13326,87.32,employed,Rejected
199768,339,36138,3.9,unemployed,Rejected
180020,395,27685,19.04,unemployed,Rejected
47685,437,12832,25.5,employed,Rejected
156850,814,39185,24.22,employed,Approved
122447,472,83597,24.16,employed,Rejected
78090,608,17727,55.51,unemployed,Rejected
142196,824,95319,6.69,employed,Rejected
